neighborhood,room_type,current_year_count,count_bin,price,price_range
Pacific Heights,Entire home/apt,1,Less than 50,1599,$1000+
Pacific Heights,Private room,6,Less than 50,125,$100-$199
Noe Valley,Entire home/apt,127,101-150,125,$100-$199
Marina,Entire home/apt,2,Less than 50,600,$500-$999
Nob Hill,Entire home/apt,64,51-100,200,$200-$299
SoMa,Entire home/apt,4,Less than 50,150,$100-$199
SoMa,Private room,1,Less than 50,100,$100-$199
Mission District,Private room,37,Less than 50,139,$100-$199
Mission District,Private room,174,151-200,69,Less than $100
The Castro,Private room,103,101-150,79,Less than $100
Bernal Heights,Entire home/apt,5,Less than 50,145,$100-$199
Noe Valley,Entire home/apt,1,Less than 50,270,$200-$299
Pacific Heights,Entire home/apt,6,Less than 50,350,$300-$399
Hayes Valley,Private room,30,Less than 50,145,$100-$199
The Castro,Private room,36,Less than 50,135,$100-$199
Noe Valley,Entire home/apt,38,Less than 50,185,$100-$199
Western Addition/NOPA,Entire home/apt,13,Less than 50,300,$300-$399
Richmond District,Private room,36,Less than 50,250,$200-$299
Bernal Heights,Entire home/apt,59,51-100,130,$100-$199
Potrero Hill,Entire home/apt,54,51-100,125,$100-$199
Bernal Heights,Private room,8,Less than 50,49,Less than $100
Bernal Heights,Entire home/apt,117,101-150,173,$100-$199
Inner Sunset,Entire home/apt,2,Less than 50,120,$100-$199
Richmond District,Private room,101,101-150,115,$100-$199
Potrero Hill,Entire home/apt,5,Less than 50,480,$400-$499
Mission District,Private room,31,Less than 50,150,$100-$199
Mission District,Entire home/apt,1,Less than 50,650,$500-$999
Western Addition/NOPA,Entire home/apt,94,51-100,105,$100-$199
Downtown,Private room,87,51-100,89,Less than $100
Western Addition/NOPA,Entire home/apt,43,Less than 50,150,$100-$199
Inner Sunset,Entire home/apt,3,Less than 50,300,$300-$399
Noe Valley,Private room,4,Less than 50,185,$100-$199
Noe Valley,Entire home/apt,12,Less than 50,360,$300-$399
Mission District,Entire home/apt,19,Less than 50,111,$100-$199
The Castro,Entire home/apt,6,Less than 50,250,$200-$299
SoMa,Entire home/apt,3,Less than 50,350,$300-$399
SoMa,Entire home/apt,1,Less than 50,700,$500-$999
Bernal Heights,Private room,25,Less than 50,69,Less than $100
SoMa,Entire home/apt,3,Less than 50,175,$100-$199
The Castro,Entire home/apt,61,51-100,230,$200-$299
Mission District,Private room,18,Less than 50,79,Less than $100
Mission District,Private room,27,Less than 50,109,$100-$199
Pacific Heights,Entire home/apt,56,51-100,125,$100-$199
SoMa,Private room,10,Less than 50,125,$100-$199
Mission District,Entire home/apt,2,Less than 50,200,$200-$299
Downtown,Private room,12,Less than 50,300,$300-$399
Western Addition/NOPA,Entire home/apt,9,Less than 50,175,$100-$199
SoMa,Shared room,12,Less than 50,60,Less than $100
Western Addition/NOPA,Entire home/apt,23,Less than 50,349,$300-$399
Inner Sunset,Private room,3,Less than 50,250,$200-$299
Potrero Hill,Entire home/apt,19,Less than 50,260,$200-$299
Potrero Hill,Entire home/apt,11,Less than 50,161,$100-$199
Mission District,Private room,2,Less than 50,118,$100-$199
Downtown,Entire home/apt,14,Less than 50,400,$400-$499
The Castro,Private room,64,51-100,155,$100-$199
Mission District,Private room,34,Less than 50,89,Less than $100
Marina,Entire home/apt,3,Less than 50,200,$200-$299
Inner Sunset,Entire home/apt,50,Less than 50,133,$100-$199
Inner Sunset,Entire home/apt,73,51-100,110,$100-$199
Mission District,Entire home/apt,64,51-100,425,$400-$499
Richmond District,Private room,3,Less than 50,85,Less than $100
Mission District,Entire home/apt,9,Less than 50,199,$100-$199
Haight-Ashbury,Entire home/apt,5,Less than 50,425,$400-$499
Marina,Entire home/apt,3,Less than 50,228,$200-$299
Mission District,Private room,76,51-100,134,$100-$199
Noe Valley,Private room,87,51-100,149,$100-$199
Richmond District,Entire home/apt,5,Less than 50,150,$100-$199
The Castro,Entire home/apt,26,Less than 50,165,$100-$199
Pacific Heights,Private room,4,Less than 50,75,Less than $100
Haight-Ashbury,Private room,21,Less than 50,150,$100-$199
Outer Sunset,Entire home/apt,60,51-100,119,$100-$199
Richmond District,Private room,65,51-100,135,$100-$199
Marina,Entire home/apt,13,Less than 50,285,$200-$299
Pacific Heights,Private room,15,Less than 50,190,$100-$199
Downtown,Entire home/apt,23,Less than 50,279,$200-$299
SoMa,Entire home/apt,122,101-150,165,$100-$199
Downtown,Entire home/apt,92,51-100,387,$300-$399
Potrero Hill,Entire home/apt,4,Less than 50,200,$200-$299
The Castro,Entire home/apt,2,Less than 50,300,$300-$399
Richmond District,Entire home/apt,21,Less than 50,250,$200-$299
Richmond District,Entire home/apt,35,Less than 50,148,$100-$199
Mission District,Entire home/apt,70,51-100,155,$100-$199
Inner Sunset,Entire home/apt,15,Less than 50,175,$100-$199
Inner Sunset,Private room,96,51-100,71,Less than $100
Inner Sunset,Entire home/apt,12,Less than 50,275,$200-$299
The Castro,Private room,90,51-100,130,$100-$199
The Castro,Entire home/apt,53,51-100,190,$100-$199
Potrero Hill,Entire home/apt,57,51-100,170,$100-$199
Nob Hill,Shared room,16,Less than 50,159,$100-$199
Inner Sunset,Entire home/apt,37,Less than 50,400,$400-$499
Nob Hill,Entire home/apt,3,Less than 50,209,$200-$299
Marina,Entire home/apt,28,Less than 50,185,$100-$199
Bernal Heights,Private room,88,51-100,125,$100-$199
SoMa,Shared room,19,Less than 50,100,$100-$199
Mission District,Entire home/apt,17,Less than 50,1800,$1000+
Noe Valley,Private room,10,Less than 50,175,$100-$199
Marina,Entire home/apt,15,Less than 50,300,$300-$399
Hayes Valley,Entire home/apt,50,Less than 50,350,$300-$399
Pacific Heights,Private room,3,Less than 50,210,$200-$299
Richmond District,Entire home/apt,12,Less than 50,600,$500-$999
Noe Valley,Entire home/apt,1,Less than 50,435,$400-$499
Mission District,Entire home/apt,89,51-100,367,$300-$399
Western Addition/NOPA,Private room,53,51-100,99,Less than $100
Mission District,Entire home/apt,93,51-100,250,$200-$299
Potrero Hill,Private room,42,Less than 50,85,Less than $100
Pacific Heights,Entire home/apt,8,Less than 50,540,$500-$999
Marina,Entire home/apt,10,Less than 50,200,$200-$299
Hayes Valley,Entire home/apt,20,Less than 50,250,$200-$299
Haight-Ashbury,Shared room,1,Less than 50,129,$100-$199
Pacific Heights,Entire home/apt,7,Less than 50,122,$100-$199
SoMa,Entire home/apt,36,Less than 50,245,$200-$299
Richmond District,Entire home/apt,17,Less than 50,159,$100-$199
Western Addition/NOPA,Entire home/apt,35,Less than 50,135,$100-$199
SoMa,Shared room,18,Less than 50,100,$100-$199
Mission District,Shared room,11,Less than 50,70,Less than $100
Bernal Heights,Entire home/apt,7,Less than 50,145,$100-$199
Hayes Valley,Entire home/apt,9,Less than 50,160,$100-$199
Haight-Ashbury,Entire home/apt,9,Less than 50,175,$100-$199
The Castro,Entire home/apt,20,Less than 50,250,$200-$299
Marina,Entire home/apt,89,51-100,334,$300-$399
Mission District,Entire home/apt,9,Less than 50,1200,$1000+
Western Addition/NOPA,Entire home/apt,10,Less than 50,200,$200-$299
Mission District,Private room,126,101-150,115,$100-$199
SoMa,Shared room,13,Less than 50,100,$100-$199
Haight-Ashbury,Entire home/apt,6,Less than 50,350,$300-$399
Mission District,Entire home/apt,8,Less than 50,425,$400-$499
Noe Valley,Private room,1,Less than 50,176,$100-$199
Potrero Hill,Private room,8,Less than 50,149,$100-$199
Marina,Entire home/apt,1,Less than 50,595,$500-$999
Richmond District,Private room,77,51-100,80,Less than $100
Mission District,Private room,13,Less than 50,100,$100-$199
Richmond District,Entire home/apt,69,51-100,148,$100-$199
Bernal Heights,Private room,1,Less than 50,190,$100-$199
Potrero Hill,Entire home/apt,18,Less than 50,295,$200-$299
The Castro,Private room,3,Less than 50,149,$100-$199
Outer Sunset,Entire home/apt,82,51-100,145,$100-$199
Mission District,Private room,1,Less than 50,550,$500-$999
Pacific Heights,Entire home/apt,17,Less than 50,151,$100-$199
Pacific Heights,Private room,45,Less than 50,171,$100-$199
Richmond District,Entire home/apt,5,Less than 50,359,$300-$399
Mission District,Private room,3,Less than 50,195,$100-$199
Outer Sunset,Private room,60,51-100,99,Less than $100
Outer Sunset,Private room,53,51-100,89,Less than $100
Outer Sunset,Entire home/apt,69,51-100,139,$100-$199
Mission District,Entire home/apt,16,Less than 50,175,$100-$199
Western Addition/NOPA,Private room,15,Less than 50,50,Less than $100
Western Addition/NOPA,Entire home/apt,2,Less than 50,1850,$1000+
Mission District,Private room,12,Less than 50,258,$200-$299
Nob Hill,Entire home/apt,1,Less than 50,500,$500-$999
Downtown,Entire home/apt,6,Less than 50,125,$100-$199
Mission District,Entire home/apt,1,Less than 50,400,$400-$499
Nob Hill,Private room,121,101-150,86,Less than $100
The Castro,Private room,5,Less than 50,169,$100-$199
Western Addition/NOPA,Private room,51,51-100,165,$100-$199
Nob Hill,Private room,119,101-150,85,Less than $100
Pacific Heights,Private room,49,Less than 50,171,$100-$199
Western Addition/NOPA,Entire home/apt,46,Less than 50,299,$200-$299
Pacific Heights,Private room,19,Less than 50,134,$100-$199
Richmond District,Private room,47,Less than 50,155,$100-$199
Outer Sunset,Private room,10,Less than 50,86,Less than $100
Bernal Heights,Entire home/apt,52,51-100,225,$200-$299
Richmond District,Entire home/apt,75,51-100,195,$100-$199
Pacific Heights,Entire home/apt,6,Less than 50,219,$200-$299
Western Addition/NOPA,Private room,2,Less than 50,148,$100-$199
SoMa,Private room,32,Less than 50,100,$100-$199
Potrero Hill,Private room,83,51-100,128,$100-$199
Western Addition/NOPA,Entire home/apt,3,Less than 50,650,$500-$999
Bernal Heights,Private room,49,Less than 50,119,$100-$199
Marina,Entire home/apt,14,Less than 50,185,$100-$199
Haight-Ashbury,Private room,1,Less than 50,123,$100-$199
Bernal Heights,Private room,25,Less than 50,119,$100-$199
Inner Sunset,Private room,83,51-100,116,$100-$199
Mission District,Entire home/apt,56,51-100,200,$200-$299
Mission District,Private room,2,Less than 50,199,$100-$199
Pacific Heights,Entire home/apt,29,Less than 50,131,$100-$199
SoMa,Entire home/apt,23,Less than 50,388,$300-$399
Hayes Valley,Entire home/apt,4,Less than 50,395,$300-$399
Noe Valley,Private room,43,Less than 50,120,$100-$199
The Castro,Entire home/apt,23,Less than 50,175,$100-$199
SoMa,Entire home/apt,3,Less than 50,175,$100-$199
SoMa,Private room,32,Less than 50,91,Less than $100
Outer Sunset,Entire home/apt,31,Less than 50,241,$200-$299
Haight-Ashbury,Private room,6,Less than 50,119,$100-$199
SoMa,Private room,49,Less than 50,120,$100-$199
Pacific Heights,Entire home/apt,55,51-100,450,$400-$499
Bernal Heights,Private room,2,Less than 50,65,Less than $100
Inner Sunset,Entire home/apt,4,Less than 50,125,$100-$199
Noe Valley,Entire home/apt,7,Less than 50,169,$100-$199
Pacific Heights,Entire home/apt,11,Less than 50,366,$300-$399
Bernal Heights,Private room,18,Less than 50,190,$100-$199
Hayes Valley,Entire home/apt,13,Less than 50,399,$300-$399
Richmond District,Shared room,1,Less than 50,150,$100-$199
Downtown,Entire home/apt,92,51-100,199,$100-$199
Western Addition/NOPA,Entire home/apt,33,Less than 50,250,$200-$299
Mission District,Entire home/apt,4,Less than 50,250,$200-$299
Hayes Valley,Private room,38,Less than 50,140,$100-$199
The Castro,Entire home/apt,20,Less than 50,370,$300-$399
Western Addition/NOPA,Entire home/apt,72,51-100,195,$100-$199
Western Addition/NOPA,Entire home/apt,5,Less than 50,1100,$1000+
Richmond District,Entire home/apt,50,Less than 50,198,$100-$199
Western Addition/NOPA,Entire home/apt,17,Less than 50,230,$200-$299
Mission District,Entire home/apt,47,Less than 50,270,$200-$299
Noe Valley,Private room,9,Less than 50,109,$100-$199
Potrero Hill,Entire home/apt,24,Less than 50,165,$100-$199
Hayes Valley,Entire home/apt,3,Less than 50,130,$100-$199
SoMa,Entire home/apt,1,Less than 50,282,$200-$299
Western Addition/NOPA,Entire home/apt,2,Less than 50,225,$200-$299
Outer Sunset,Entire home/apt,13,Less than 50,225,$200-$299
Noe Valley,Private room,57,51-100,198,$100-$199
Outer Sunset,Private room,62,51-100,104,$100-$199
Outer Sunset,Entire home/apt,27,Less than 50,130,$100-$199
Downtown,Entire home/apt,2,Less than 50,599,$500-$999
Western Addition/NOPA,Entire home/apt,3,Less than 50,2000,$1000+
Western Addition/NOPA,Private room,19,Less than 50,165,$100-$199
Richmond District,Private room,15,Less than 50,130,$100-$199
Bernal Heights,Entire home/apt,62,51-100,128,$100-$199
Noe Valley,Private room,26,Less than 50,65,Less than $100
Western Addition/NOPA,Entire home/apt,66,51-100,150,$100-$199
Mission District,Private room,50,Less than 50,95,Less than $100
Bernal Heights,Entire home/apt,17,Less than 50,189,$100-$199
Mission District,Private room,8,Less than 50,175,$100-$199
Noe Valley,Entire home/apt,6,Less than 50,175,$100-$199
Pacific Heights,Private room,33,Less than 50,160,$100-$199
Nob Hill,Private room,24,Less than 50,85,Less than $100
Bernal Heights,Private room,17,Less than 50,120,$100-$199
Nob Hill,Entire home/apt,7,Less than 50,325,$300-$399
Outer Sunset,Entire home/apt,98,51-100,140,$100-$199
Noe Valley,Entire home/apt,17,Less than 50,399,$300-$399
Mission District,Entire home/apt,5,Less than 50,300,$300-$399
Mission District,Entire home/apt,68,51-100,166,$100-$199
Hayes Valley,Entire home/apt,4,Less than 50,189,$100-$199
The Castro,Entire home/apt,10,Less than 50,155,$100-$199
Noe Valley,Private room,10,Less than 50,120,$100-$199
Noe Valley,Entire home/apt,53,51-100,150,$100-$199
Richmond District,Entire home/apt,7,Less than 50,164,$100-$199
Hayes Valley,Private room,50,Less than 50,163,$100-$199
Western Addition/NOPA,Private room,33,Less than 50,165,$100-$199
SoMa,Entire home/apt,2,Less than 50,200,$200-$299
Potrero Hill,Entire home/apt,43,Less than 50,250,$200-$299
Western Addition/NOPA,Entire home/apt,13,Less than 50,240,$200-$299
Richmond District,Entire home/apt,2,Less than 50,110,$100-$199
Mission District,Entire home/apt,2,Less than 50,195,$100-$199
Bernal Heights,Entire home/apt,3,Less than 50,139,$100-$199
Bernal Heights,Entire home/apt,34,Less than 50,160,$100-$199
The Castro,Entire home/apt,27,Less than 50,300,$300-$399
Pacific Heights,Private room,64,51-100,171,$100-$199
Outer Sunset,Entire home/apt,15,Less than 50,195,$100-$199
Noe Valley,Entire home/apt,15,Less than 50,185,$100-$199
Richmond District,Private room,12,Less than 50,100,$100-$199
Marina,Entire home/apt,4,Less than 50,295,$200-$299
Bernal Heights,Entire home/apt,65,51-100,112,$100-$199
Marina,Entire home/apt,3,Less than 50,200,$200-$299
Hayes Valley,Private room,10,Less than 50,80,Less than $100
Outer Sunset,Entire home/apt,1,Less than 50,120,$100-$199
Haight-Ashbury,Entire home/apt,53,51-100,211,$200-$299
Pacific Heights,Private room,149,101-150,129,$100-$199
Richmond District,Private room,12,Less than 50,90,Less than $100
Mission District,Entire home/apt,23,Less than 50,172,$100-$199
Mission District,Entire home/apt,3,Less than 50,449,$400-$499
Nob Hill,Entire home/apt,6,Less than 50,900,$500-$999
Pacific Heights,Entire home/apt,28,Less than 50,135,$100-$199
Outer Sunset,Entire home/apt,14,Less than 50,159,$100-$199
Marina,Entire home/apt,14,Less than 50,160,$100-$199
Noe Valley,Entire home/apt,5,Less than 50,189,$100-$199
The Castro,Entire home/apt,5,Less than 50,800,$500-$999
Pacific Heights,Entire home/apt,5,Less than 50,900,$500-$999
Mission District,Entire home/apt,12,Less than 50,250,$200-$299
Richmond District,Private room,20,Less than 50,72,Less than $100
Pacific Heights,Private room,134,101-150,129,$100-$199
Nob Hill,Entire home/apt,23,Less than 50,175,$100-$199
Mission District,Private room,2,Less than 50,115,$100-$199
Nob Hill,Private room,1,Less than 50,99,Less than $100
Noe Valley,Private room,30,Less than 50,95,Less than $100
Noe Valley,Private room,31,Less than 50,135,$100-$199
Western Addition/NOPA,Entire home/apt,6,Less than 50,1199,$1000+
Western Addition/NOPA,Entire home/apt,11,Less than 50,250,$200-$299
Mission District,Private room,55,51-100,84,Less than $100
Western Addition/NOPA,Entire home/apt,2,Less than 50,195,$100-$199
Hayes Valley,Entire home/apt,10,Less than 50,159,$100-$199
Western Addition/NOPA,Entire home/apt,13,Less than 50,350,$300-$399
Mission District,Private room,68,51-100,84,Less than $100
Bernal Heights,Entire home/apt,57,51-100,240,$200-$299
Western Addition/NOPA,Private room,24,Less than 50,95,Less than $100
Mission District,Private room,2,Less than 50,73,Less than $100
Noe Valley,Private room,4,Less than 50,180,$100-$199
